a	想
fpfn	天生一個仙人洞
fpfo	𢭫
fpfr	天生丽质难自弃
fpfr	天生麗質難自棄
fpft	五險一金
fpft	五险一金
fpfu	一生一代一双人
fpfu	一生一代一雙人
fpfw	死生无变于己
fpg	𢯹
fpga	五陵年少争缠头
fpga	五陵年少金市東
fpgf	五陵年少爭纏頭
fpgg	五陵年少金市东
fpgi	五陵年少
fpgw	死生無變於己
fphc	𢱹
fphc	𭠯
fphc	天造地设
fphr	天造地設
fphr	吾生后汝期
fphu	抗生素
fphw	万物静观皆自得
fpik	探險家
fpik	探险家
fpin	迈阿密
fpin	托勒密
fpiu	控制室
fpiw	𱠯
fpiy	万物兴歇皆自然
fpje	攢動
fpjk	𫽬
fpjn	投鞭斷流
fpjw	推陳出新
fpjw	推陈出新
fpka	控制面板
fpkb	再造之恩
fpkc	副院长
fpke	万物之本也
fpke	万物之父母也
fpke	万物之镜也
fpkf	𱡇
fpkh	一隅之地
fpkk	控制器
fpkk	豆製品
fpkk	豆制品
fpkl	一生中
fpkt	开物成务
fpku	𢳥
fpkv	捁
fpkv	𩇸
fpkv	万物之灵
fpld	攢聚
fpld	攒聚
fple	执牛耳
fplg	万物并作吾观复
fplk	𢵌
fplm	捨生取義
fplm	亚特兰大
fplm	购物券
fplz	一陣子
fplz	一阵子
fpmb	㧣
fpmb	一生大笑能几回
fpmb	一生大笑能幾回
fpmc	副院長
fpmq	再生父母
fpms	攢着
fpms	攒着
fpmu	一陂春水绕花身
fpmu	一陂春水繞花身
fpn	㹃
fpn	𢪧
fpn	𤘔
fpnd	晋陶渊明独爱菊
fpnd	晉陶淵明獨愛菊
fpng	接生婆
fpng	远随流水香
fpnj	万物不得不昌
fpnm	一物不知
fpnw	求生不得
fpoe	摄制组
fpoe	万物将自化
fpof	抛物线
fpol	招降纳叛
fpon	救生艇
fpon	无物结同心
fpoo	报告书
fpoo	五陵北原上
fpop	万物负阴而抱阳
fpow	排除异己
fppg	一阵阵
fppi	万物生光辉
fppp	𢵜
fppp	一物降一物
fppq	无限制
fppq	兩院制
fppq	两院制
fppx	一陣陣
fpqe	死生契闊君休問
fpqi	兩限房
fpqi	两限房
fpqo	𢮓
fpqr	死生契阔君休问
fprm	一生真伪复谁知
fprm	一生真偽復誰知
fprn	天阶夜色凉如水
fprn	天階夜色涼如水
fpro	天際識歸舟
fprs	救生衣
fpru	控制論
fpry	无限期
fpry	五陵衣马自轻肥
fpry	五陵衣馬自輕肥
fps	𤯔
fpse	则物与我皆无尽也
fpsj	无限风光在险峰
fpsk	天阴雨湿声啾啾
fpsk	天陰雨溼聲啾啾
fpsl	𢳝
fpsu	无限风光尽被占
fpsw	排除異己
fptk	攢錢
fptn	投鞭断流
fpts	攢眉
fpts	攒眉
fptw	严阵以待
fpua	𢲢
fpua	报告会
fpud	抛物線
fpud	拋物線
fpue	攝製組
fpuf	捨生忘死
fpul	招降納叛
fpuv	天隨人願
fpuv	天随人愿
fpuv	武陵人捕鱼为业
fpuv	武陵人捕魚為業
fpvc	报告厅
fpvf	攒钱
fpvi	𢶽
fpwa	天生我材必有用
fpwi	一生好入名山遊
fpwl	天生德于予
fpwl	天生德於予
fpwn	一生好入名山游
fpwq	晉陽已陷休回顧
fpwr	吾生後汝期
fpwv	晋阳已陷休回顾
fpww	再生産
fpww	再生产
fpxc	万物有成理而不说
fpxy	撱
fpyd	死生亦大矣
fpyt	更陳王奮起揮黃鉞
fpyv	更陈王奋起挥黄钺
fpz	𢭺
fq	再
fqaa	𗷨
fqaa	𗷩
fqaa	𗷲
fqaa	𗷴
fqaa	𗷺
fqaa	𗷻
fqaa	𗸀
fqaa	𗸈
fqaa	𗸏
fqaa	𗸓
fqaa	𗸙
fqaa	𗸜
fqaa	护林
fqaa	摇艳桂水云
fqab	𗷤
fqab	𗷭
fqab	𗷮
fqab	𗸊
fqab	𗸌
fqab	𗸛
fqac	𗷥
fqac	𗷧
fqac	𗷪
fqac	𗷫
fqac	𗷰
fqac	𗷳
fqac	𗷼
fqac	𗷽
fqac	𗷾
fqac	𗷿
fqac	𗸁
fqac	𗸄
fqac	𗸅
fqac	𗸆
fqac	𗸐
fqac	𗸒
fqac	𗸖
fqad	互动
fqad	𗷯
fqad	𗸋
fqad	撮
fqad	摱
fqad	𢸶
fqad	扰动
fqae	𠕅
fqae	𢪈
fqae	𘣜
fqae	𘣝
fqae	𘣟
fqae	𘣠
fqaf	𗸃
fqaf	拓本
fqaf	两本
fqag	𬻔
fqag	两栋
fqah	两次
fqah	再次
fqai	𗀎
fqai	𗸎
fqai	𗸑
fqai	𗸔
fqai	两用
fqai	互用
fqai	两根
fqaj	护甲
fqak	搨
fqal	𗸂
fqal	𗸗
fqal	护栏
fqal	两栖
fqam	𢬺
fqam	𢮄
fqam	𢳚
fqam	两头
fqam	两样
fqan	𢤎
fqan	兩鳧相倚睡秋江
fqao	𗸍
fqaq	𗷵
fqaq	𗷸
fqaq	𗸉
fqaq	𗸘
fqaq	𗸞
fqaq	一石二鳥
fqar	𗸝
fqar	两极
fqar	再植
fqas	赗
fqas	互相
fqas	𢯾
fqas	两相
fqat	𗸚
fqat	两枚
fqaw	𗷬
fqaw	𗷱
fqaw	𗷷
fqaw	𗷹
fqaw	𗸇
fqax	一石二鸟
fqay	𗷦
fqay	𗷶
fqbb	𢬉
fqbb	天网恢恢
fqbe	吾独穷困乎此时也
fqbe	吾獨窮困乎此時也
fqbk	再回
fqbn	天网恢恢疏而不漏
fqbp	两性
fqbt	扰乱
fqby	两国
fqca	互评
fqcb	拓邊
fqcd	互谅
fqcd	互译
fqcg	两讫
fqci	㧏
fqci	互访
fqci	再议
fqcj	两课
fqck	两可
fqcl	再说
fqcl	再來
fqco	互让
fqco	再让
fqcs	互设
fqcu	再過
fqcu	互认
fqda	互通
fqdc	万户萧疏鬼唱歌
fqdd	𱠗
fqdd	两双
fqdd	搗藥
fqde	两节
fqdg	揉破黄金万点轻
fqdh	两对
fqdi	互敬
fqdj	再见
fqdj	互见
fqdk	两台
fqdm	捵
fqdm	𧹖
fqdm	拢共
fqdn	麗莎
fqdn	丽莎
fqdo	两难
fqds	𢵝
fqdu	拓荒
fqdx	揉破黃金萬點輕
fqeb	𗍼
fqeb	𗍾
fqeb	再顧傾人國
fqed	互借
fqed	非同儿戏
fqee	𠀑
fqee	万户侯
fqef	两侧
fqef	护卫
fqef	再開
fqeh	一顧傾人城
fqei	再也
fqei	护住
fqek	兩碼事
fqek	两码事
fqek	互保
fqem	护具
fqem	两份
fqen	爾獨何辜限河梁
fqeo	再做
fqeo	两亿
fqep	两件
fqer	互信
fqer	万户侯何足道哉
fqes	互助
fqew	两位
fqew	两倍
fqex	护佑
fqex	投石問路
fqey	两段
fqf	𢪋
fqfa	𗟤
fqfa	𗟮
fqfb	𗟪
fqfb	𗟫
fqfb	𗟬
fqfb	拇指
fqfb	两批
fqfc	𗟣
fqfc	𗟦
fqfc	𗟨
fqfc	𗟩
fqfc	𗟯
fqfc	𘓫
fqfc	𘧢
fqfd	𣀷
fqfd	𪋭
fqfd	𮭶
fqfd	𗀁
fqfd	𫾲
fqfd	𰴗
fqfd	再开
fqfe	互帮互助
fqff	𠕂
fqff	𢵞
fqff	丽
fqff	𗟧
fqfg	䚕
fqfg	𣰿
fqfg	𥟸
fqfg	𧢮
fqfh	麗
fqfh	麗
fqfh	护持
fqfh	万户捣衣声
fqfi	㧇
fqfi	𡿩
fqfi	𗟰
fqfi	𘡫
fqfi	两万
fqfj	万寿无疆
fqfj	再提
fqfj	两抵
fqfk	挏
fqfk	𩇷
fqfk	再找
fqfl	𗟡
fqfl	𠁖
fqfl	互赠
fqfl	再掀
fqfm	两天
fqfm	𮭷
fqfm	𱫝
fqfm	𢸾
fqfm	再无
fqfo	𠜊
fqfo	𠠫
fqfo	𬜟
fqfo	𗟥
fqfo	𗟭
fqfo	𰄭
fqfo	互換
fqfo	互换
fqfo	非同一般
fqfo	再则
fqfo	挨肩擦背
fqfo	两把
fqfo	两元
fqfp	酈
fqfp	郦
fqfq	鸝
fqfq	𠀙
fqfq	丽
fqfq	一石兩鳥
fqfs	𧚲
fqfs	𱍪
fqft	再来
fqft	一网打尽
fqfu	邐
fqfu	𨔜
fqfu	逦
fqfu	拓扑
fqfu	打砸搶
fqfu	打砸抢
fqfv	拓撲
fqfv	两晋
fqfw	婯
fqfw	彲
fqfw	𗟠
fqfw	𗟢
fqfw	彨
fqfx	鹂
fqfx	一石两鸟
fqga	两年
fqga	两科
fqga	再转
fqgd	再無
fqge	两党
fqge	护符
fqgg	两笔
fqgj	再見
fqgj	互見
fqgk	两种
fqgm	打破常规
fqgm	打破常規
fqgo	𠞜
fqgo	互利
fqgp	𰔓
fqgu	互连
fqgu	两连
fqgw	两委
fqh	护
fqh	𢨥
fqha	𱎒
fqhc	𢭏
fqhd	𭁥
fqhd	再去
fqhe	两地
fqhg	护坡
fqhh	互幫
fqhh	护封
fqhj	两者
fqhj	再者
fqhl	互教
fqhp	𮟸
fqhr	丽质
fqhs	护士
fqht	再
fqht	抩
fqht	再
fqht	🈞
fqht	互遞
fqhu	再过
fqhw	再起
fqhx	𠕱
fqhy	𢴘
fqhy	来龙去脉
fqi	扰
fqi	𡯊
fqic	𭡫
fqic	非同小可
fqid	𠀕
fqid	拓寬
fqid	拓宽
fqie	𫾊
fqif	𱠒
fqif	万贯家财
fqif	丙寅
fqif	两方
fqif	丙方
fqih	搗毀
fqih	两周
fqii	互為
fqii	再审
fqik	两家
fqik	𢬷
fqik	两句
fqin	搗毁
fqir	抐
fqis	互为
fqis	丙申
fqit	掮客
fqit	非同兒戲
fqiw	再審
fqj	互
fqj	𣦶
fqj	𰀃
fqj	𘠮
fqj	𘠯
fqja	两颗
fqjb	万户千门入画图
fqjd	𢰟
fqjd	护发
fqjd	麗影
fqjd	丽影
fqjd	万户千门成野草
fqje	互動
fqje	两重
fqje	非獨賢者有是心也
fqjf	拓印
fqjj	护照
fqjk	𢲞
fqjk	⾑
fqjl	振聋发聩
fqjl	两弹
fqjm	揳
fqjn	殘磚斷瓦
fqjq	两千
fqjr	麗日
fqjr	丽日
fqjr	两日
fqjs	搗
fqjs	両
fqjt	覆
fqju	𢴲
fqjv	两岸
fqjv	护岸
fqjv	拢岸
fqjy	抛磚引玉
fqjy	抛砖引玉
fqjy	拋磚引玉
fqjy	两岁
fqkb	来犯之敌
fqkc	擦肩而過
fqkf	互感
fqkf	再拜
fqkh	擦肩而过
fqki	攭
fqki	𧑝
fqkk	搧
fqkk	两翼
fqkl	再听
fqkm	两只
fqkm	𤏕
fqkm	两面
fqko	㨭
fqks	掾
fqks	两手
fqks	护手
fqkt	扮猪吃老虎
fqkv	𰓸
fqky	无冕之王
fqla	𡗭
fqla	两半
fqlc	𗍶
fqlc	𗍻
fqlc	𘞝
fqlc	𘫈
fqlc	两道
fqlc	互道
fqld	𧟺
fqld	丙醇
fqld	再聚
fqld	两瓶
fqld	丙酸
fqle	非独贤者有是心也
fqli	互斥
fqlj	掆
fqlj	互聯
fqlj	互递
fqll	互联
fqll	麗質
fqll	互贈
fqlm	护送
fqlm	护养
fqlo	𭡺
fqlo	再則
fqlq	丙酮
fqlr	𘞞
fqlr	𘞟
fqls	再世
fqlu	𭡐
fqlw	𧟾
fqlw	𗎂
fqly	再聽
fqm	拇
fqmb	𢬗
fqmb	一破夫差国
fqmb	一破夫差國
fqmc	丙烯
fqmd	抰
fqmd	𮧆
fqmd	两大
fqmf	护短
fqmg	搗鬼
fqmi	丙烷
fqmj	两分
fqml	𢵟
fqml	两颊
fqms	护着
fqmw	天龙八部
fqn	鳩
fqn	㨶
fqn	䲥
fqn	𩾏
fqn	𩾛
fqn	𩾣
fqn	𪂏
fqn	𪂞
fqna	一碗水端平
fqnb	再不
fqnb	互不
fqnd	两汉
fqne	川迥洞庭開
fqnf	再添
fqnf	川迥洞庭开
fqng	护工
fqng	拓海
fqnh	护法
fqnh	互派
fqnh	两清
fqnh	残破不堪
fqnh	殘破不堪
fqni	再沒
fqni	两步
fqnj	一鳥不鳴山更幽
fqnm	两项
fqnn	麗江
fqnn	丽江
fqnn	一石激起千層浪
fqnn	一石激起千层浪
fqnn	摊破浣溪沙
fqnn	攤破浣溪沙
fqnn	一遍洗寰瀛
fqno	𠞤
fqno	两湖
fqnr	惡貫滿盈
fqnr	恶贯满盈
fqns	揼
fqns	𢮑
fqns	麗水
fqns	丽水
fqns	再没
fqnu	打破沙鍋問到底
fqnu	打破沙锅问到底
fqoa	𗟷
fqoa	𗟼
fqoa	两集
fqob	𗍷
fqob	𗟱
fqob	𗟻
fqoc	𗎁
fqoc	𗟺
fqoc	𗠀
fqoc	𗠁
fqod	𗟳
fqoe	拉帮结伙
fqoe	两组
fqof	𠄢
fqof	𠄢
fqof	𗟽
fqog	扰民
fqog	两军
fqoi	㧖
fqoi	𗟹
fqoi	𘡮
fqok	互勉
fqol	𗟶
fqol	𗟾
fqon	拉帮结派
fqon	搗蛋
fqoo	𗟲
fqoo	𗟴
fqoo	𗟸
fqoo	拱肩缩背
fqoq	𗠂
fqor	护航
fqor	再续
fqor	两级
fqor	丙级
fqou	丙纶
fqow	𗍵
fqow	𗟿
fqoy	𗟵
fqpc	揙
fqpf	挷
fqpf	𨚎
fqpi	两院
fqpi	护院
fqpk	再造
fqps	再生
fqps	互生
fqpu	𭢬
fqpu	两队
fqq	鹂
fqq	猆
fqq	㧋
fqqa	𣑨
fqqb	两码
fqqd	𫾲
fqqd	𰴗
fqqi	惡狠狠
fqqi	恶狠狠
fqqi	两碗
fqqj	丽
fqql	𠁖
fqqn	㩨
fqqn	𩿍
fqqo	𰄭
fqqp	郦
fqqp	互帮
fqqp	两遍
fqqq	捩
fqqq	㩡
fqqq	𰷫
fqqr	搗碎
fqqs	𱍪
fqqu	逦
fqqu	打破砂鍋問到底
fqqu	打破砂锅问到底
fqqv	㨹
fqqw	彨
fqqx	鹂
fqqy	护肩
fqqy	搬石砸脚
fqqy	搬石砸腳
fqra	互評
fqrb	𗍺
fqrc	𗎀
fqrd	互讓
fqrd	再讓
fqrd	互諒
fqrf	掼
fqri	互訪
fqrj	两间
fqrj	互認
fqrj	把破帽年年拈出
fqrk	两截
fqrl	摜
fqrl	再説
fqrl	两旁
fqrm	再說
fqrm	再議
fqrm	两门
fqrp	摆龙门阵
fqrr	两市
fqrr	扰闹
fqrs	𢲙
fqrs	𢶑
fqrs	互設
fqrx	投石问路
fqrx	互譯
fqs	拓
fqs	𮀦
fqs	拓
fqsa	互補
fqsi	两眼
fqsk	护驾
fqsk	非同凡响
fqsl	挖肉补疮
fqsl	挖肉補瘡
fqso	非同凡響
fqsu	两边
fqsu	互补
fqsu	拓边
fqta	两条
fqta	两层
fqtc	𗍽
fqtc	形同虚设
fqtd	拓展
fqth	再版
fqti	再以
fqtk	𢴖
fqtk	两臂
fqtk	护壁
fqtm	两类
fqtn	残砖断瓦
fqto	𠀸
fqto	两居
fqtp	两片
fqtr	形同虚設
fqtr	形同虛設
fqtu	两届
fqtu	两处
fqtw	两粒
fqua	𭫒
fqua	再会
fqua	两会
fqua	两床
fqud	㪅
fqud	𫶩
fqud	再度
fque	再创
fquf	𢀅
fquf	𩇽
fquf	再會
fqug	𧢮
fqug	两广
fquh	𡭃
fquh	𪋘
fquh	再續
fqui	再創
fquj	𠚇
fquk	两点
fquk	𢬷
fquk	𱒑
fqul	两个
fqul	𮭹
fqul	无肉令人瘦
fqum	㶮
fqum	𪥇
fqum	𰞁
fqun	𢀂
fqun	𰙠
fquo	𠛥
fquo	拱肩縮背
fqup	邴
fqup	𤯳
fqup	𨜦
fqup	𨟫
fqup	𲆐
fquq	𪈹
fquq	𬍈
fqur	丙
fqur	两人
fqur	抐
fqur	𡗚
fqur	𘬒
fqur	𘬛
fqur	𘬫
fqur	麗人
fqur	丽人
fqur	丙級
fqus	𫦩
fqus	画龙点睛
fqus	护身
fqus	两龙望标目如瞬
fqut	𫠥
fqut	𭤓
fqut	𰕏
fquu	两
fquu	𢫭
fquu	𫐣
fquu	𰀒
fquu	𰀕
fquu	丙綸
fquu	两座
fquw	𡠈
fquy	𡗇
fquy	两全
fquy	两餐
fqva	两厢
fqva	再建
fqvd	搗亂
fqvg	非同尋常
fqvg	非同寻常
fqvi	互爲
fqvj	两百
fqvo	互愛
fqvo	互爱
fqvr	搗鼓
fqw	摀
fqwa	𘚣
fqwa	𘟘
fqwa	五内如焚
fqwa	五內如焚
fqwb	𗀏
fqwb	𗍸
fqwb	𘚢
fqwc	𘓬
fqwc	𘓯
fqwc	𘓵
fqwc	𘓸
fqwc	𘓺
fqwc	𘥥
fqwc	𘧤
fqwc	𘩑
fqwc	𘴇
fqwf	𗍹
fqwf	𘓳
fqwi	𘓰
fqwi	再嫁
fqwj	两端
fqwj	再婚
fqwk	再如
fqwk	两部
fqwl	𘓶
fqwl	𘓷
fqwl	再好
fqwn	頭破血流
fqwo	麗娜
fqwo	丽娜
fqwo	两行
fqwo	开户行
fqwp	拢
fqwp	𫎦
fqwq	𗍿
fqwq	𘓲
fqwq	𘓹
fqwr	𘓴
fqwt	𘓭
fqwu	两站
fqww	𘓮
fqww	𘓱
fqww	𘟗
fqww	𘫣
fqxe	无独有偶
fqxe	揉碎在浮藻間
fqxf	两龙跃出浮水来
fqxn	互惠
fqxo	求同存异
fqxo	麗雅
fqxo	丽雅
fqxr	揉碎在浮藻间
fqxs	𢹞
fqxs	求同存異
fqxt	两路
fqxu	护罩
fqxu	互連
fqxx	拓跋
fqxx	再轉
fqxy	再有
fqya	护膝
fqyc	𘈧
fqyc	𘈨
fqyd	再现
fqye	护理
fqyg	再現
fqyh	两脚
fqyi	𘈦
fqyi	两腿
fqyi	护腿
fqyi	护腕
fqyi	护胸
fqyl	搗騰
fqyl	两班
fqym	护肤
fqyp	麗珠
fqyp	丽珠
fqyq	𢵐
fqys	𘥤
fqys	再三
fqys	两肋
fqys	两三
fqyv	掮
fqyw	𫼺
fr	技
fraa	兩棟
frab	擠榨
frac	撤标
frad	擅權
frad	擅权
frae	𘬙
fraf	兩本
frag	推誠相見
frag	一夜梦中香
frah	兩次
frah	𱠲
frah	撤資
frah	撤资
frai	技术
frai	兩用
frai	兩根
frai	擅用
fraj	抗击
fraj	技击
frak	一朝权在手
frak	一朝權在手
fral	兩極
fral	撤標
fral	武阙横西关
fram	挅
fram	兩樣
fran	一乾二淨
frao	吾闻楚有神龟
frar	扔进
frar	兩棲
frar	技校
fras	惡語相加
fras	兩相
frat	兩枚
frat	撤櫃
frat	撤柜
fray	搜索枯腸
fray	搜索枯肠
frb	擅
frbd	𢹆
frbe	灭六国者六国也
frbf	擅
frbg	𢶸
frbh	一夜情
frbh	一朝辞此地
frbk	兩國
frbk	撤回
frbk	赎回
frbm	五講四美
frbp	兩性
frbp	抗性
frbt	抗敌
frcb	兩邊
frcb	报效祖国
frcd	𢱏
frcd	摘译
frcd	无言可对
frcd	抗言谈在昔
frch	五言诗
frci	抗议
frck	兩可
frcl	撤诉
frcs	𢴶
frcs	𢸣
frcs	𭢔
frcw	摘记
frcw	无言谁会凭阑意
frcx	扔下
frcx	撕下
frcx	摘下
frcx	撤下
frcy	順其自然
frcy	顺其自然
frcz	擅自
frcz	摘自
frda	𢱴
frdb	抗菌
frdb	一闲对百忙
frdd	𢬵
frdd	开门对玉莲
frde	㧤
frde	㧧
frde	插翅難逃
frde	插翅难逃
frde	摘花
frdf	䪟
frdf	兩難
frdg	一夜夢中香
frdh	技藝
frdh	摔著
frdi	技
frdj	𪨵
frdj	𫽂
frdj	开门见山
frdj	一言旣出
frdj	摘發
frdk	一言蔽之
frdl	𢴢
frdl	𪮣
frdm	𢺀
frdm	𫜘
frdn	𢪴
frdn	一衣帶水
frdn	一衣带水
frdn	更闻桑田变成海
frdo	技艺
frdo	插翅難飛
frdo	插翅难飞
frdo	撤营
frdr	𢱭
frdr	頭戴蓮花巾
frdt	撤
frdt	一言难尽
frdu	擠迫
frdv	一言難盡
frdv	擁躉
frdv	兩萬
frdv	摘菜
frdw	一言旣出駟馬難追
frdx	㨕
frdy	技能
frdy	𢯡
frea	抗体
freb	兩個
freb	热门货
freb	披衣閒坐養幽情
frec	擅闖
fred	掖县
fred	无乃伤清白
free	非諸侯而何
fref	撕開
freg	摔傷
freg	摔伤
freh	攧
frei	掖
frei	掖縣
frej	撤離
frej	撤离
frej	兩間
frej	擅離
frej	擅离
frel	兩側
frel	撤併
frel	兩條
frem	搷
frem	㐤
frem	𢺗
frem	𭣇
frem	兩門
frem	持盈保泰
frem	兩份
fren	兩朝開濟老臣心
frep	死裏逃生
frep	兩件
freq	㨁
freu	摔倒
freu	擠佔
freu	惡語傷人
frew	兩位
frew	𫼫
frew	兩倍
frew	兩億
frey	兩段
frfa	开门揖盗
frfa	揚幡招魂
frfa	扬幡招魂
frfb	𗀅
frfb	𗀫
frfb	兩批
frfb	一詩換得兩尖團
frfc	摔打
frfc	吾问无为谓
frfd	撕开
frfd	兩晉
frfd	吾其披发左衽矣
frfd	吾其披髮左衽矣
frfe	刑訊逼供
frfe	擅于
frfe	吾妻死之年所手植也
frff	抗非
frfg	一问一答
frfi	擁抱
frfi	摘抄
frfj	一朝天子一朝臣
frfj	兩抵
frfj	搐搦
frfk	兩頭
frfk	抗捐
frfk	撕逼
frfk	拉雜摧燒之
frfk	悲甚则哭之
frfk	天门一长啸
frfk	一談一笑俗相看
frfm	兩天
frfm	抗災
frfn	撕扯
frfn	两朝开济老臣心
frfn	吾充吾爱汝之心
frfn	吾充吾愛汝之心
frfn	吾評揚州貢
frfo	撤換
frfo	撤换
frfo	天衣无缝
frfo	拐彎抹角
frfo	兩把
frfo	兩元
frfo	殃及无辜
frfq	挨门挨户
frfr	𢂏
frfr	𗀕
frfr	擁擠
frfr	一誤再誤
frfs	𰏛
frfs	一言九鼎
frft	抗拒
frfu	扔掉
frfu	擠掉
frfu	摘掉
frfu	撤掉
frfu	撕掉
frfu	摔掉
frfw	一言一行
frfw	一語天然萬古新
frfx	天真无邪
frfx	万言万当不如一默
frfy	一朝一夕
frfy	撕裂
frfy	摔死
frga	兩年
frga	兩科
frgc	开夜车
frge	开门七件事
frgg	搁笔
frgh	一言堂
frgj	兩種
frgj	𧠎
frgl	抗税
frgm	𣬪
frgm	抗稅
frgo	殃及無辜
frgr	𭢒
frgu	天衣無縫
frgu	擀毡
frgv	兩節
frgv	兩筆
frgw	兩委
frgx	兩黨
frgx	天真無邪
frh	赅
frh	㧡
frhb	抗老
frhb	一朝去京国
frhb	一朝去京國
frhd	撤去
frhd	五十者可以衣帛矣
frhe	兩地
frhh	擁堵
frhi	天南地北双飞客
frhi	天南地北雙飛客
frhj	兩者
frhj	擅場
frhk	兩臺
frhn	天誅地滅
frhn	摔坏
frho	天南地北
frho	擅场
frhq	𰙊
frhq	抗毒
frhr	摔壞
frhv	抗體
frhx	𱂕
frhz	撤走
fri	訄
fri	𧥠
fri	𧥥
fria	非謝家之寶樹
frid	扱
frid	𩀝
frid	擁塞
frid	抗寒
frie	𱡔
frie	求其为之者而不得也
frie	求其為之者而不得也
frif	非誠勿擾
frif	兩方
frif	挥翰宿春天
frif	揮翰宿春天
frig	一言为重百金轻
frih	撕毀
frih	兩週
frii	兩
frii	𢮔
frii	兩
frii	一言为定
frii	一言為定
frik	兩家
frik	𢸛
frik	批評家
frik	兩句
frik	一朝入吾手
fril	𧶪
frim	𩳮
frim	抗灾
frin	撕毁
frin	披衣觉露滋
frin	披衣覺露滋
frio	挽戴安澜将军
frio	挽戴安瀾將軍
friq	一言兴邦
friq	一言興邦
frir	擠入
frir	擁入
frir	擅入
fris	㔝
fris	𢰜
frit	搁放
frit	吾誰與為鄰
friu	撤退
friu	更衣室
friu	擅於
friv	赎当
friw	撤案
frix	一言為重百金輕
frj	巿
frj	帀
frj	㧆
frj	𩇪
frj	ㄭ
frj	𘬗
frj	𘭀
frja	擀
frja	𢸠
frja	抗旱
frja	招商引資
frja	招商引资
frja	兩顆
frja	两朝出将复入相
frja	兩朝出將復入相
frjc	抗辩
frjc	一朝卧病无相识
frjd	𢂛
frjd	抗暴
frjd	搜索引擎
frjd	摘发
frje	兩重
frjh	五十弦翻塞外声
frjh	五十弦翻塞外聲
frji	𢫔
frji	𢱊
frji	一詩千改始心安
frjj	撤出
frjj	擠出
frjj	扔出
frjj	一諾千金重
frjk	撠
frjk	兩彈
frjl	摘引
frjo	㨴
frjp	撁
frjp	𢵕
frjq	兩千
frjq	撤崗
frjq	撤岗
frjr	摔
frjr	𢫾
frjr	抗日
frjr	抗辯
frjr	兩日
frjr	一朝臥病無相識
frjs	搐
frjt	一諾千金
frjv	兩岸
frjy	𢴿
frka	𢰯
frka	𢸨
frkc	擅长
frkc	副市长
frkd	一語中的
frkd	一言中的
frke	一夜之間
frke	惡語中傷
frke	吾斯之未能信
frkf	㩥
frkf	天门中断楚江开
frki	擁吻
frkk	𰔈
frkk	抗戰
frkk	兩翼
frkk	非卖品
frkk	报韩虽不成
frkm	兩面
frkm	撑门面
frkn	𢶋
frko	擮
frkp	形變而有生
frkq	挨门逐户
frkq	一言而丧邦
frkq	一言而喪邦
frkq	一言而可以兴邦
frkq	一言而可以興邦
frkr	一夜之间
frkr	撕咬
frkr	一語成讖
frks	攮
frks	𬦀
frks	𭢚
frks	兩手
frks	五十而知天命
frkv	𰓌
frkx	𢶪
frky	𢶋
frkz	換言之
frkz	换言之
frl	摘
frla	擠
frla	兩半
frlc	𢹓
frlc	打交道
frlc	撕票
frlc	兩道
frlc	一言半语
frld	摘取
frld	撤并
frld	兩瓶
frlf	技师
frlf	抗病
frlf	撤兵
frlh	𢸈
frli	搒
frlj	撕
frlj	抗聯
frlj	抗逆
frlk	𢳣
frlk	𢴨
frlk	撤职
frlk	抗癌
frlk	擠兑
frlk	悲甚則哭之
frll	扔了
frll	抗联
frll	技癢
frlm	技痒
frln	远交近攻
frlo	摘
frlp	探囊取物
frlq	𪇪
frlq	一語道破
frlr	揥
frlr	一言半語
frlt	𢸑
frlu	擿
frlw	摘要
frlw	撤職
frlw	捐棄前嫌
frlw	捐弃前嫌
frlw	披帷西向立
frlx	投詩贈汨羅
frlz	𢫡
frlz	扣帽子
frm	扪
frmb	𫼚
frmb	𮦄
frmb	𱎂
frmb	𲂽
frmb	𘬚
frmb	无乃太匆忙
frmc	擅長
frmc	挍
frmc	副市長
frmd	𢹒
frmd	兩大
frme	𢯻
frme	撕爛
frmh	𤆱
frmj	兩分
frmj	擠爆
frmk	擠兌
frmk	择其善者而从之
frmk	擇其善者而從之
frmk	择其善而从之
frmk	擇其善而從之
frmk	非其鬼而祭之
frml	撕烂
frmm	𫾠
frmm	抗炎
frmm	撤營
frmn	天真爛漫
frmn	天真烂漫
frms	㨰
frms	𭢯
frms	摔着
frms	五十知天命
frmu	兩頰
frmw	无乃太简乎
frmy	抗燃
frn	扔
frnb	一截还东国
frnd	一言不發
frnd	抗洪
frnd	擠滿
frnd	兩漢
frnd	抗涝
frnd	一語不發
frnf	搁浅
frng	技工
frnh	技法
frnh	兩清
frnh	兩項
frnh	抗法
frni	撤消
frni	兩步
frnj	一言不发
frnk	兩歲
frnm	抗澇
frnn	折戟沉沙
frnn	五十步笑百步
frno	殃及池魚
frno	天南海北
frno	兩湖
frno	指直不得结
frns	技巧
frns	一门心思
frns	一言不合
frns	无夜不相思
frnt	殃及池鱼
frnt	折戟沉沙鐵未銷
frnu	指直不得結
frnv	折戟沉沙铁未销
frnx	𫼽
frnx	摘心
frnz	𬅹
froa	赎买
froa	兩集
frod	兩隻
frod	𠚷
frod	𢄉
frod	𢮰
froe	一語雙關
froe	一朝選在君王側
froe	贼其民者也
frog	撤军
frog	一夜魚龍舞
froh	𱡍
